タイトル,あらすじ,ジャンル
ROMA/ローマ,政治的混乱に揺れる1970年代のメキシコ。ひとりの家政婦と雇い主一家の関係を、アカデミー賞受賞監督アルフォンソ・キュアロンが鮮やかに、かつ感情豊かに描く。,アカデミー賞受賞映画
エクスティンクション 地球奪還,家族を愛する男を苦しめる、エイリアンが地球へ侵攻する悪夢。ある日、謎の地球外生命体が地球上のあらゆる生命に総攻撃を仕掛け、男の悪夢は現実と化してゆく。,SFヒューマンドラマ
スクリューボール ～MLB薬物スキャンダル～,メジャーリーガー達は、この男からステロイドを処方されていた。アンチエイジングの無免許医師から、野球史に残る最大の汚点の当事者になるまでを本人が語る。,スポーツドキュメンタリー
ビハインド・ザ・カーブ －地球平面説－,"""地球は平らである""という説がある。科学者や周りからどれだけ否定されようとこの地球平面説を主張し、支持者を世界中に拡大し続けるコミュニティを追う。",アメリカ映画
死霊館のシスター,"謎めいた自殺事件の調査にあたる神父に同行し、ルーマニアの修道院を訪れた尼僧志願生。邪悪な""何か""の存在を感じ取った2人を、壮絶な戦いが待ち受ける。",超常現象ホラー
タイタン,地球滅亡の危機にひんした近未来。人類存続の唯一の希望は土星の衛星タイタンへの移住。過酷な環境に人類を適応させるため、過激な肉体改造実験が始まる。,SFヒューマンドラマ
テイク・ユア・ピル: スマートドラッグの真実,超競争社会で、より効率的にもっといい結果を残すため、アデロールなどの興奮剤を服用する学生、運動選手、プログラマーたち。その代償に彼らが直面する危険とは?,科学・技術ドキュメンタリー
ジェネレーション・アイアン3,プロボディビルダーの最高峰、ミスターオリンピア。世界中から集まったボディビルダー達が、鍛え抜かれた肉体美を披露する。世界一の肉体を持つ男は、一体誰だ?,スポーツドキュメンタリー
ザ・リチュアル いけにえの儀式,長年の友である4人の男達が、スウェーデンの森を抜けるハイキングの旅に出かける。数ヵ月前の悲劇を胸に歩みを進める彼らを、想像を絶する恐怖が待ちうける。,超常現象ホラー
アウトサイダー,終戦後の大阪で、囚われの身から解放されたアメリカ兵が歩み始めた極道としての人生。だがそこは、一度足を踏み入れたが最後、頭まで沈み込む危険な世界。,海外/ヒューマンドラマ
麻薬王,1970年代、釜山。一介の密輸業者が足を踏み入れたのは、日本相手の麻薬ビジネス。善と悪、2つの顔をもつ密輸王の伝説は、まさにここからはじまった。,実話に基づくヒューマンドラマ
すべての終わり,原因不明の大異変が発生。米国全土が戦場と化す中、行方不明になった妊娠中の婚約者を捜すため、若き弁護士が危険を承知で、未来の義父とともに西海岸へ向かう。,SFアクション
ザイオン,生まれたときから下肢を持たず、長い間里親の家を転々として育ったザイオン・クラークは、レスリング競技に活路を見出し、日々練習に励む。短編ドキュメンタリー。,スポーツドキュメンタリー
戦う天才医学者,ある医学研究者を脅かす、私利私欲にまみれた製薬関係者。身の危険を感じた男は、画期的なガン治療の研究を彼らの手から守るため、別人へとなりすますことに。,アクションコメディ
スモールフット,"伝説の""スモールフット""を目撃したのに信じてもらえず、仲間外れにされてしまったイエティのミーゴ。真実を証明するため、人間の暮らす町に足を踏み入れるが...。",児童書が原作の映画
パッドマン 5億人の女性を救った男,貧しくて生理用ナプキンが買えない妻のため、世間の目を物ともせずに低価格のナプキン開発に尽力した男の物語。妻への愛はインドの全女性の救済につながっていく。,実話に基づくヒューマンドラマ
気候変動の謎を探る,探査活動はグリーンランドの氷床からオーストラリアの砂漠まで、まさに地球横断。科学者たちが世界中から集めた手がかりをもとに、気候システムの解明に挑む。,アメリカ映画
テイラー・スウィフト: レピュテーション・スタジアム・ツアー,テキサス州ダラスで行われたテイラー・スウィフトのレピュテーション・スタジアム・ツアーを収録。歌と語りと豪華な舞台装置で、米国ツアー最後の夜を華やかに彩る。,海外映画
ザ・リトル・マーメイド,童話の「人魚姫」がサーカスの見世物になっているという話を聞きつけ、記者が興味津々の妹と共に取材に行く。人魚に会った瞬間から2人の人生が変化していく。,児童書が原作の映画
アメリカ初の人類,水中の洞窟での探索中に発見された1万3000年前の人骨。貴重な証拠をもとに、科学者たちはアメリカ大陸における初の人類について長年の謎を解いていく。,科学・技術ドキュメンタリー
TAU/タウ,完璧なAIロボット製作のための被験者として発明家に拉致されたジュリア。だが、荒んだ生活の中で身につけた処世術を武器に、ハイテク施設からの脱出を試みる。,心理サスペンス
呪われた死霊館,心霊現象に悩む人々をペテンにかけ、金をだまし取る兄妹に舞い込んだ古い屋敷での除霊依頼。簡単な仕事のはずだった。いつもの茶番が本当の恐怖に変わるまでは…。,アメリカ映画
メモリーゲーム,類まれな能力を持つ4人の世界記憶力選手権の出場者たち。彼らの記憶力向上テクニックや洞察を通して、人間の脳に秘められた記憶に関する潜在能力を垣間見る。,科学・技術ドキュメンタリー
